"","x"
"16721","College/University"
"16722","Other"
"16723","Other"
"16724","Education"
"16725","Other"
"16726","Retail"
"16727","Mall"
"16728","Mall"
"16729","Mall"
"16730","Hospital"
"16731","Warehouse"
"16732","Multifamily Housing"
"16733","Multifamily Housing"
"16734","Multifamily Housing"
"16735","Multifamily Housing"
"16736","Multifamily Housing"
"16737","Multifamily Housing"
"16738","Multifamily Housing"
"16739","Multifamily Housing"
"16740","Multifamily Housing"
"16741","Multifamily Housing"
"16742","Multifamily Housing"
"16743","Multifamily Housing"
"16744","Multifamily Housing"
"16745","Multifamily Housing"
"16746","Multifamily Housing"
"16747","Senior Care"
"16748","Multifamily Housing"
"16749","Multifamily Housing"
"16750","Multifamily Housing"
"16751","Multifamily Housing"
"16752","Hospital"
"16753","Multifamily Housing"
"16754","Warehouse"
"16755","Multifamily Housing"
"16756","Multifamily Housing"
"16757","Multifamily Housing"
"16758","Multifamily Housing"
"16759","Multifamily Housing"
"16760","Other"
"16761","Multifamily Housing"
"16762","Entertainment"
"16763","Multifamily Housing"
"16764","Multifamily Housing"
"16765","Multifamily Housing"
"16766","Multifamily Housing"
"16767","Multifamily Housing"
"16768","Multifamily Housing"
"16769","Multifamily Housing"
"16770","Multifamily Housing"
"16771","Multifamily Housing"
"16772","Multifamily Housing"
"16773","Multifamily Housing"
"16774","Multifamily Housing"
"16775","Multifamily Housing"
"16776","Multifamily Housing"
"16777","Multifamily Housing"
"16778","Multifamily Housing"
"16779","Multifamily Housing"
"16780","Multifamily Housing"
"16781","Multifamily Housing"
"16782","Multifamily Housing"
"16783","Multifamily Housing"
"16784","Multifamily Housing"
"16785","Multifamily Housing"
"16786","Multifamily Housing"
"16787","Multifamily Housing"
"16788","Multifamily Housing"
"16789","Multifamily Housing"
"16790","Multifamily Housing"
"16791","Multifamily Housing"
"16792","Multifamily Housing"
"16793","Multifamily Housing"
"16794","Multifamily Housing"
"16795","Multifamily Housing"
"16796","Multifamily Housing"
"16797","Multifamily Housing"
"16798","Multifamily Housing"
"16799","Multifamily Housing"
"16800","Multifamily Housing"
"16801","Multifamily Housing"
"16802","Multifamily Housing"
"16803","Multifamily Housing"
"16804","Multifamily Housing"
"16805","Mall"
"16806","Multifamily Housing"
"16807","Multifamily Housing"
"16808","Multifamily Housing"
"16809","Multifamily Housing"
"16810","Multifamily Housing"
"16811","Multifamily Housing"
"16812","Multifamily Housing"
"16813","Multifamily Housing"
"16814","Multifamily Housing"
"16815","Multifamily Housing"
"16816","Multifamily Housing"
"16817","Multifamily Housing"
"16818","Multifamily Housing"
"16819","Multifamily Housing"
"16820","Multifamily Housing"
"16821","Multifamily Housing"
"16822","Multifamily Housing"
"16823","Multifamily Housing"
"16824","Multifamily Housing"
"16825","Multifamily Housing"
"16826","Multifamily Housing"
"16827","Multifamily Housing"
"16828","Multifamily Housing"
"16829","Multifamily Housing"
"16830","Multifamily Housing"
"16831","Multifamily Housing"
"16832","Multifamily Housing"
"16833","Multifamily Housing"
"16834","Multifamily Housing"
"16835","Multifamily Housing"
"16836","Multifamily Housing"
"16837","Multifamily Housing"
"16838","Multifamily Housing"
"16839","Multifamily Housing"
"16840","Multifamily Housing"
"16841","Multifamily Housing"
"16842","Warehouse"
"16843","Warehouse"
"16844","Multifamily Housing"
"16845","Multifamily Housing"
"16846","Multifamily Housing"
"16847","Multifamily Housing"
"16848","Multifamily Housing"
"16849","Multifamily Housing"
"16850","Multifamily Housing"
"16851","Multifamily Housing"
"16852","Multifamily Housing"
"16853","Multifamily Housing"
"16854","Multifamily Housing"
"16855","Senior Care"
"16856","Multifamily Housing"
"16857","Multifamily Housing"
"16858","Multifamily Housing"
"16859","Multifamily Housing"
"16860","Multifamily Housing"
"16861","Multifamily Housing"
"16862","Multifamily Housing"
"16863","Multifamily Housing"
"16864","Multifamily Housing"
"16865","Multifamily Housing"
"16866","Multifamily Housing"
"16867","Multifamily Housing"
"16868","Multifamily Housing"
"16869","Multifamily Housing"
"16870","Multifamily Housing"
"16871","Multifamily Housing"
"16872","Multifamily Housing"
"16873","Multifamily Housing"
"16874","Multifamily Housing"
"16875","Multifamily Housing"
"16876","Multifamily Housing"
"16877","Multifamily Housing"
"16878","Multifamily Housing"
"16879","Multifamily Housing"
"16880","Multifamily Housing"
"16881","Multifamily Housing"
"16882","Multifamily Housing"
"16883","Multifamily Housing"
"16884","Multifamily Housing"
"16885","Multifamily Housing"
"16886","Multifamily Housing"
"16887","Multifamily Housing"
"16888","Multifamily Housing"
"16889","Multifamily Housing"
"16890","Multifamily Housing"
"16891","Multifamily Housing"
"16892","Multifamily Housing"
"16893","Multifamily Housing"
"16894","Multifamily Housing"
"16895","Multifamily Housing"
"16896","Multifamily Housing"
"16897","Office"
"16898","Multifamily Housing"
"16899","Multifamily Housing"
"16900","Multifamily Housing"
"16901","Multifamily Housing"
"16902","Multifamily Housing"
"16903","Multifamily Housing"
"16904","Multifamily Housing"
"16905","Multifamily Housing"
"16906","Multifamily Housing"
"16907","Multifamily Housing"
"16908","Multifamily Housing"
"16909","House of Worship"
"16910","Multifamily Housing"
"16911","Multifamily Housing"
"16912","Multifamily Housing"
"16913","Multifamily Housing"
"16914","Multifamily Housing"
"16915","Multifamily Housing"
"16916","Multifamily Housing"
"16917","Multifamily Housing"
"16918","Multifamily Housing"
"16919","Multifamily Housing"
"16920","Multifamily Housing"
"16921","Multifamily Housing"
"16922","Multifamily Housing"
"16923","Multifamily Housing"
"16924","Multifamily Housing"
"16925","Education"
"16926","Other"
"16927","Multifamily Housing"
"16928","Multifamily Housing"
"16929","Hotel"
"16930","Multifamily Housing"
"16931","Multifamily Housing"
"16932","Multifamily Housing"
"16933","Multifamily Housing"
"16934","Multifamily Housing"
"16935","Multifamily Housing"
"16936","Multifamily Housing"
"16937","Multifamily Housing"
"16938","Multifamily Housing"
"16939","Multifamily Housing"
"16940","Multifamily Housing"
"16941","Multifamily Housing"
"16942","Multifamily Housing"
"16943","Multifamily Housing"
"16944","Multifamily Housing"
"16945","Multifamily Housing"
"16946","Multifamily Housing"
"16947","Multifamily Housing"
"16948","Multifamily Housing"
"16949","Multifamily Housing"
"16950","Multifamily Housing"
"16951","Multifamily Housing"
"16952","Multifamily Housing"
"16953","Other"
"16954","Retail"
"16955","Multifamily Housing"
"16956","Multifamily Housing"
"16957","Multifamily Housing"
"16958","Multifamily Housing"
"16959","Multifamily Housing"
"16960","Multifamily Housing"
"16961","Multifamily Housing"
"16962","Multifamily Housing"
"16963","Multifamily Housing"
"16964","Supermarket"
"16965","Senior Care"
"16966","Multifamily Housing"
"16967","Multifamily Housing"
"16968","Multifamily Housing"
"16969","Multifamily Housing"
"16970","Multifamily Housing"
"16971","Multifamily Housing"
"16972","Multifamily Housing"
"16973","Multifamily Housing"
"16974","Multifamily Housing"
"16975","Other"
"16976","Retail"
"16977","Multifamily Housing"
"16978","Multifamily Housing"
"16979","Multifamily Housing"
"16980","Multifamily Housing"
"16981","Multifamily Housing"
"16982","Multifamily Housing"
"16983","Multifamily Housing"
"16984","Multifamily Housing"
"16985","Multifamily Housing"
"16986","Multifamily Housing"
"16987","Retail"
"16988","Multifamily Housing"
"16989","Multifamily Housing"
"16990","Warehouse"
"16991","Multifamily Housing"
"16992","Multifamily Housing"
"16993","Multifamily Housing"
"16994","Multifamily Housing"
"16995","Multifamily Housing"
"16996","Multifamily Housing"
"16997","Multifamily Housing"
"16998","Multifamily Housing"
"16999","Multifamily Housing"
"17000","Senior Care"
"17001","Multifamily Housing"
"17002","Multifamily Housing"
"17003","Multifamily Housing"
"17004","Hotel"
"17005","Multifamily Housing"
"17006","Multifamily Housing"
"17007","Multifamily Housing"
"17008","Multifamily Housing"
"17009","Multifamily Housing"
"17010","Multifamily Housing"
"17011","Multifamily Housing"
"17012","Multifamily Housing"
"17013","Multifamily Housing"
"17014","Retail"
"17015","Multifamily Housing"
"17016","Multifamily Housing"
"17017","Multifamily Housing"
"17018","College/University"
"17019","Multifamily Housing"
"17020","Multifamily Housing"
"17021","Multifamily Housing"
"17022","Multifamily Housing"
"17023","Multifamily Housing"
"17024","Multifamily Housing"
"17025","Multifamily Housing"
"17026","Multifamily Housing"
"17027","Multifamily Housing"
"17028","Multifamily Housing"
"17029","Multifamily Housing"
"17030","Education"
"17031","Multifamily Housing"
"17032","Multifamily Housing"
"17033","Multifamily Housing"
"17034","Other"
"17035","Multifamily Housing"
"17036","Multifamily Housing"
"17037","Multifamily Housing"
"17038","Other"
"17039","Multifamily Housing"
"17040","Multifamily Housing"
"17041","Multifamily Housing"
"17042","Senior Care"
"17043","Senior Care"
"17044","Multifamily Housing"
"17045","Office"
"17046","Multifamily Housing"
"17047","Multifamily Housing"
"17048","Multifamily Housing"
"17049","Multifamily Housing"
"17050","Multifamily Housing"
"17051","Multifamily Housing"
"17052","Hotel"
"17053","Warehouse"
"17054","Mall"
"17055","Mall"
"17056","Mall"
"17057","Multifamily Housing"
"17058","Multifamily Housing"
"17059","Multifamily Housing"
"17060","Retail"
"17061","Office"
"17062","Multifamily Housing"
"17063","Multifamily Housing"
"17064","Multifamily Housing"
"17065","Multifamily Housing"
"17066","Multifamily Housing"
"17067","Multifamily Housing"
"17068","Multifamily Housing"
"17069","Multifamily Housing"
"17070","Multifamily Housing"
"17071","Multifamily Housing"
"17072","Multifamily Housing"
"17073","Multifamily Housing"
"17074","Multifamily Housing"
"17075","Multifamily Housing"
"17076","Multifamily Housing"
"17077","Multifamily Housing"
"17078","Warehouse"
"17079","Other"
"17080","Multifamily Housing"
"17081","Senior Care"
"17082","Multifamily Housing"
"17083","Mall"
"17084","Warehouse"
"17085","Warehouse"
"17086","Warehouse"
"17087","Multifamily Housing"
"17088","Multifamily Housing"
"17089","Multifamily Housing"
"17090","Education"
"17091","Industrial"
"17092","Multifamily Housing"
"17093","Multifamily Housing"
"17094","Office"
"17095","Multifamily Housing"
"17096","Supermarket"
"17097","Warehouse"
"17098","Warehouse"
"17099","Other"
"17100","Other"
"17101","Entertainment"
"17102","Education"
"17103","Hotel"
"17104","Multifamily Housing"
"17105","Hospital"
"17106","Education"
"17107","Multifamily Housing"
"17108","Hotel"
"17109","Multifamily Housing"
"17110","Other"
"17111","Office"
"17112","Multifamily Housing"
"17113","Multifamily Housing"
"17114","Multifamily Housing"
"17115","Multifamily Housing"
"17116","Multifamily Housing"
"17117","Senior Care"
"17118","Senior Care"
"17119","Multifamily Housing"
"17120","Multifamily Housing"
"17121","Multifamily Housing"
"17122","Multifamily Housing"
"17123","Medical Office"
"17124","Multifamily Housing"
"17125","Multifamily Housing"
"17126","Office"
"17127","Senior Care"
"17128","Multifamily Housing"
"17129","Multifamily Housing"
"17130","Multifamily Housing"
"17131","Multifamily Housing"
"17132","Multifamily Housing"
"17133","Multifamily Housing"
"17134","Multifamily Housing"
"17135","Mall"
"17136","Multifamily Housing"
"17137","Senior Care"
"17138","Mall"
"17139","Retail"
"17140","Senior Care"
"17141","Retail"
"17142","Retail"
"17143","Multifamily Housing"
"17144","Other"
"17145","Multifamily Housing"
"17146","Education"
"17147","Multifamily Housing"
"17148","Multifamily Housing"
"17149","Warehouse"
"17150","Warehouse"
"17151","Multifamily Housing"
"17152","Multifamily Housing"
"17153","Multifamily Housing"
"17154","Office"
"17155","Mall"
"17156","Multifamily Housing"
"17157","Multifamily Housing"
"17158","Multifamily Housing"
"17159","Multifamily Housing"
"17160","Multifamily Housing"
"17161","Multifamily Housing"
"17162","Multifamily Housing"
"17163","Office"
"17164","Multifamily Housing"
"17165","Multifamily Housing"
"17166","Multifamily Housing"
"17167","Multifamily Housing"
"17168","Multifamily Housing"
"17169","Multifamily Housing"
"17170","Multifamily Housing"
"17171","Multifamily Housing"
"17172","Multifamily Housing"
"17173","Education"
"17174","Office"
"17175","Office"
"17176","Other"
"17177","College/University"
"17178","House of Worship"
"17179","Office"
"17180","College/University"
"17181","Office"
"17182","Library"
"17183","Retail"
"17184","Mall"
"17185","Supermarket"
"17186","Multifamily Housing"
"17187","Warehouse"
"17188","Multifamily Housing"
"17189","Multifamily Housing"
"17190","Multifamily Housing"
"17191","Multifamily Housing"
"17192","Retail"
"17193","Retail"
"17194","Multifamily Housing"
"17195","Multifamily Housing"
"17196","Multifamily Housing"
"17197","Multifamily Housing"
"17198","Office"
"17199","Education"
"17200","Hospital"
"17201","Multifamily Housing"
"17202","Multifamily Housing"
"17203","Multifamily Housing"
"17204","Multifamily Housing"
"17205","Multifamily Housing"
"17206","Multifamily Housing"
"17207","Multifamily Housing"
"17208","Multifamily Housing"
"17209","Multifamily Housing"
"17210","Multifamily Housing"
"17211","Multifamily Housing"
"17212","Multifamily Housing"
"17213","Multifamily Housing"
"17214","Multifamily Housing"
"17215","Multifamily Housing"
"17216","Multifamily Housing"
"17217","Multifamily Housing"
"17218","Entertainment"
"17219","Mall"
"17220","Supermarket"
"17221","Entertainment"
"17222","Retail"
"17223","Hotel"
"17224","Office"
"17225","Warehouse"
"17226","Office"
"17227","College/University"
"17228","Multifamily Housing"
"17229","Multifamily Housing"
"17230","Retail"
"17231","Office"
"17232","Hotel"
"17233","Office"
"17234","Warehouse"
"17235","Entertainment"
"17236","Senior Care"
"17237","Multifamily Housing"
"17238","Retail"
"17239","Multifamily Housing"
"17240","Retail"
"17241","Multifamily Housing"
"17242","Multifamily Housing"
"17243","Education"
"17244","Mixed Use"
"17245","Multifamily Housing"
"17246","Multifamily Housing"
"17247","Industrial"
"17248","Warehouse"
"17249","Warehouse"
"17250","College/University"
"17251","Other"
"17252","Warehouse"
"17253","Education"
"17254","Multifamily Housing"
"17255","Multifamily Housing"
"17256","Multifamily Housing"
"17257","Office"
"17258","Warehouse"
"17259","Office"
"17260","Office"
"17261","Office"
"17262","Office"
"17263","Retail"
"17264","Multifamily Housing"
"17265","Office"
"17266","Hotel"
"17267","Multifamily Housing"
"17268","Multifamily Housing"
"17269","Multifamily Housing"
"17270","Multifamily Housing"
"17271","Multifamily Housing"
"17272","Other"
"17273","Multifamily Housing"
"17274","Multifamily Housing"
"17275","Senior Care"
"17276","Warehouse"
"17277","Retail"
"17278","Multifamily Housing"
"17279","Warehouse"
"17280","Warehouse"
"17281","Multifamily Housing"
"17282","Multifamily Housing"
"17283","Multifamily Housing"
